id,name,type,desc,atk,def,level,race,attribute,archetype,image_url,image_path,simplified_type,image_id
79627627,Conbirdable,Flip Effect Monster,"FLIP: You can Special Summon 1 Level 5 or higher Flip monster from your Deck in face-down Defense Position, except ""Conbirdable"".
During the Battle Phase, if this card is in your hand (Quick Effect): You can target 1 face-down monster on the field; send it to the GY, and if you do, Special Summon this card in face-down Defense Position. You can only use each effect of ""Conbirdable"" once per turn.",1400,2800,8,Winged Beast,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/79627627.jpg,training_data_final/training_images/79627627.jpg,effect monster,79627627.jpg
80776622,DoSolfachord Coolia,Pendulum Effect Monster,"[ Pendulum Effect ] 
Your opponent cannot activate a Spell/Trap Card, or monster effect, when your ""Solfachord"" Pendulum Monster(s) is Pendulum Summoned.
[ Monster Effect ] 
You can Special Summon this card (from your hand) by Tributing 2 Pendulum Monsters. You can only use each of the following effects of ""DoSolfachord Coolia"" once per turn. You can target 1 face-up card your opponent controls, or up to 2 cards if you have an odd Pendulum Scale in your Pendulum Zone; negate its effects until the end of your opponent's turn. When an effect of a monster on the field is activated, with an equal or lower ATK than the highest Pendulum Scale in your Pendulum Zone x 300: You can destroy that monster.",2700,2500,8,Fairy,WIND,Solfachord,https://images.ygoprodeck.com/images/cards_cropped/80776622.jpg,training_data_final/training_images/80776622.jpg,effect monster,80776622.jpg
13518809,"Ruin, Supreme Queen of Oblivion",Ritual Effect Monster,"You can Ritual Summon this card with ""Cycle of the World"". This card's name becomes ""Ruin, Queen of Oblivion"" while in the hand or on the field. While this Ritual Summoned card is on the field, Ritual Monsters you control cannot be destroyed by card effects. If all monsters used to Ritual Summon this card were Ritual Monsters, it can make a second attack during each Battle Phase. If this card destroys an opponent's monster by battle: You can inflict damage to your opponent equal to that destroyed monster's original ATK.",2900,3000,10,Fairy,LIGHT,Demise,https://images.ygoprodeck.com/images/cards_cropped/13518809.jpg,training_data_final/training_images/13518809.jpg,effect monster,13518809.jpg
30464153,Uminotaurus,Effect Monster,"If a Fish, Sea Serpent, or Aqua-Type monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent.",1700,1000,4,Aqua,WATER,Unknown,https://images.ygoprodeck.com/images/cards_cropped/30464153.jpg,training_data_final/training_images/30464153.jpg,effect monster,30464153.jpg
22790910,Sage of Wisdom - Himmel,Effect Monster,"(This card is always treated as a ""Sky Striker"" card.)
You can discard 1 Spell; Special Summon this card from your hand. When your opponent activates a card or effect that targets a Link Monster(s) you control (Quick Effect): You can banish 2 Spells from your GY; negate that effect. If this card is destroyed by battle or card effect and sent to the GY: You can target 1 of your banished ""Sky Striker"" Spells; add it to your hand. You can only use each effect of ""Sage of Wisdom - Himmel"" once per turn.",500,2500,5,Machine,EARTH,Sky Striker,https://images.ygoprodeck.com/images/cards_cropped/22790910.jpg,training_data_final/training_images/22790910.jpg,effect monster,22790910.jpg
43502497,Pendulum Witch,Pendulum Effect Monster,"[ Pendulum Effect ] 
If a face-up Fusion, Synchro, and/or Xyz Monster(s) you control is destroyed by battle or an opponent's card effect while this card is in the Pendulum Zone: You can add 1 Pendulum Monster with the same original Type as 1 of those monsters, from your Deck to your face-up Extra Deck. You can only use this effect of ""Pendulum Witch"" once per turn.
[ Monster Effect ] 
If this card is Normal or Pendulum Summoned: You can target 1 card in your Pendulum Zone; destroy both that target and this card, and if you do, add 1 Level 4 or lower Pendulum Monster from your Deck to your hand. You can only use this effect of ""Pendulum Witch"" once per turn. If this card in the Monster Zone is destroyed: You can place this card in your Pendulum Zone.",1500,800,3,Spellcaster,EARTH,Pendulum,https://images.ygoprodeck.com/images/cards_cropped/43502497.jpg,training_data_final/training_images/43502497.jpg,effect monster,43502497.jpg
9666558,Golem Dragon,Effect Monster,"Your opponent cannot target face-up Dragon-Type monsters for attacks, except this one.",200,2000,4,Dragon,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/9666558.jpg,training_data_final/training_images/9666558.jpg,effect monster,9666558.jpg
52467217,Gozuki,Effect Monster,"During your Main Phase: You can send 1 Zombie monster from your Deck to the GY. If this card is sent to the GY: You can banish 1 Zombie monster from your GY, except ""Gozuki""; Special Summon 1 Zombie monster from your hand. You can only use each effect of ""Gozuki"" once per turn.",1700,800,4,Zombie,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/52467217.jpg,training_data_final/training_images/52467217.jpg,effect monster,52467217.jpg
13567610,Carnot the Eternal Machine,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand or GY) during a Duel in which your opponent has activated a monster effect in their hand or GY. You can only Special Summon ""Carnot the Eternal Machine"" once per turn. Once per turn, if your opponent activates a monster effect (except during the Damage Step): You can make this card gain 1000 ATK. If this card is sent to the GY, except from the hand or Deck: Shuffle this card into the Deck.",3000,2500,10,Machine,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/13567610.jpg,training_data_final/training_images/13567610.jpg,effect monster,13567610.jpg
93892436,Performapal Swincobra,Pendulum Effect Monster,"[ Pendulum Effect ] 
Once per turn, when a monster you control inflicts battle damage to your opponent: You can send the top card of your opponent's Deck to the Graveyard.
[ Monster Effect ] 
This card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase.",300,1800,4,Reptile,EARTH,Performapal,https://images.ygoprodeck.com/images/cards_cropped/93892436.jpg,training_data_final/training_images/93892436.jpg,effect monster,93892436.jpg
92597893,"Feedran, the Winds of Mischief",Effect Monster,"If this card is Normal or Special Summoned: You can target 1 face-up monster you control; if it attacks a Defense Position monster this turn, inflict piercing battle damage to your opponent. During your opponent's turn (Quick Effect): You can target 1 other face-up monster on the field; change its battle position, then, return this card to the hand. You can only use each effect of ""Feedran, the Winds of Mischief"" once per turn.",1700,0,3,Dragon,WIND,Unknown,https://images.ygoprodeck.com/images/cards_cropped/92597893.jpg,training_data_final/training_images/92597893.jpg,effect monster,92597893.jpg
46363422,Skilled White Magician,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Buster Blader"" from your hand, Deck, or Graveyard.",1700,1900,4,Spellcaster,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/46363422.jpg,training_data_final/training_images/46363422.jpg,effect monster,46363422.jpg
32281491,ZS - Ouroboros Sage,Effect Monster,"When this card is Normal Summoned: You can Special Summon 1 non-LIGHT ""Number"" monster from your GY, but negate its effects, and if you do, equip both this card and 1 ""Utopia"" monster you control to it, each as an Equip Spell that gives it 1700 ATK, also you can only declare one attack for the rest of this turn. When the monster equipped with this card by this card's effect declares an attack on your opponent's monster: You can double the attacking monster's ATK, but destroy it during the End Phase.",600,0,3,Warrior,DARK,Zexal,https://images.ygoprodeck.com/images/cards_cropped/32281491.jpg,training_data_final/training_images/32281491.jpg,effect monster,32281491.jpg
64450427,Performapal Whim Witch,Pendulum Effect Monster,"[ Pendulum Effect ] 
If your opponent controls a face-up monster that was Special Summoned from the Extra Deck and you do not: You can Special Summon this card from your Pendulum Zone. You can only use this effect of ""Performapal Whim Witch"" once per turn.
[ Monster Effect ] 
This card can be treated as 2 Tributes for the Tribute Summon of a Pendulum Monster.",800,800,3,Spellcaster,DARK,Performapal,https://images.ygoprodeck.com/images/cards_cropped/64450427.jpg,training_data_final/training_images/64450427.jpg,effect monster,64450427.jpg
19301729,Digital Bug Registrider,Effect Monster,"Cannot be used as Xyz Material for an Xyz Summon, except the Xyz Summon of an Insect monster. When you Normal Summon a Level 3 Insect monster: You can Special Summon this card from your hand, then you can make both this card and that monster Level 5 or 7. If this card is Special Summoned from the hand: You can change the battle position of 1 Insect monster you control. An Xyz Monster that was Summoned using this card on the field as material gains this effect.
● This card gains 1000 ATK/DEF.",1000,1000,3,Insect,LIGHT,Digital Bug,https://images.ygoprodeck.com/images/cards_cropped/19301729.jpg,training_data_final/training_images/19301729.jpg,effect monster,19301729.jpg
97452817,Arcana Force XVIII - The Moon,Effect Monster,"When this card is Summoned, toss a coin: ● Heads: During your Standby Phase, you can Special Summon 1 ""Moon Token"" (Fairy-Type/LIGHT/Level 1/ATK 0/DEF 0). ● Tails: During each of your End Phases, select 1 monster you control and give control of it to your opponent.",2800,2800,7,Fairy,LIGHT,Arcana Force,https://images.ygoprodeck.com/images/cards_cropped/97452817.jpg,training_data_final/training_images/97452817.jpg,effect monster,97452817.jpg
35330871,"Malacoda, Netherlord of the Burning Abyss",Ritual Effect Monster,"You can Ritual Summon this card with ""Good & Evil in the Burning Abyss"". Must be Ritual Summoned, and cannot be Special Summoned by other ways. Once per turn, during either player's turn: You can send 1 ""Burning Abyss"" monster from your hand to the Graveyard, then target 1 face-up monster your opponent controls; until the end of this turn, that target loses ATK and DEF equal to the ATK and DEF of the ""Burning Abyss"" monster sent to the Graveyard this way. If this card is sent from the field to the Graveyard: You can target 1 card on the field; send it to the Graveyard.",2700,2200,6,Fiend,DARK,Burning Abyss,https://images.ygoprodeck.com/images/cards_cropped/35330871.jpg,training_data_final/training_images/35330871.jpg,effect monster,35330871.jpg
6637331,Bystial Druiswurm,Effect Monster,"You can target 1 LIGHT or DARK monster in either GY; banish it, and if you do, Special Summon this card from your hand. This is a Quick Effect if your opponent controls a monster. If this card is sent from the field to the GY: You can target 1 Special Summoned monster your opponent controls; send it to the GY. You can only use each effect of ""Bystial Druiswurm"" once per turn.",2500,2000,6,Dragon,DARK,Bystial,https://images.ygoprodeck.com/images/cards_cropped/6637331.jpg,training_data_final/training_images/6637331.jpg,effect monster,6637331.jpg
15317640,B.E.S. Covered Core,Effect Monster,"When this card is Normal Summoned, put 2 counters on it. This card cannot be destroyed by battle. If this card attacks or is attacked, at the end of the Damage Step toss a coin and call it. If you call it wrong, remove 1 counter. If this card battles without a counter, destroy it at the end of the Damage Step.",2500,800,7,Machine,EARTH,B.E.S.,https://images.ygoprodeck.com/images/cards_cropped/15317640.jpg,training_data_final/training_images/15317640.jpg,effect monster,15317640.jpg
61245403,Cattycorn,Effect Monster,"If this card is Special Summoned while you control no card in your Field Zone: You can add 1 Field Spell from your Deck to your hand. If this card is destroyed by battle or card effect and sent to the GY: You can target 1 Field Spell in your GY; add 1 card with its name from your Deck to your hand. You can only use each effect of ""Cattycorn"" once per turn.",1500,500,4,Plant,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/61245403.jpg,training_data_final/training_images/61245403.jpg,effect monster,61245403.jpg
33282498,Arkbrave Dragon,Effect Monster,"If this card is Special Summoned from the Graveyard: You can banish as many face-up Spell/Trap Cards your opponent controls as possible, and if you do, this card gains 200 ATK and DEF for each card banished. Once per turn, during the Standby Phase, if this card is in the Graveyard because it was sent there last turn: You can target 1 Level 7 or 8 Dragon-Type monster in your Graveyard, except ""Arkbrave Dragon""; Special Summon it.",2400,2000,7,Dragon,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/33282498.jpg,training_data_final/training_images/33282498.jpg,effect monster,33282498.jpg
55151012,Icejade Tremora,Effect Monster,"You can send this card from your hand to the GY; Special Summon 1 WATER monster from your hand. If a face-up WATER monster(s) you control is destroyed by battle or card effect, while this card is in your GY: You can banish this card; Special Summon 1 ""Icejade"" monster from your hand or GY, except ""Icejade Tremora"". You can only use each effect of ""Icejade Tremora"" once per turn.",1500,1500,5,Aqua,WATER,Icejade,https://images.ygoprodeck.com/images/cards_cropped/55151012.jpg,training_data_final/training_images/55151012.jpg,effect monster,55151012.jpg
47664723,Darklord Edeh Arae,Effect Monster,"If this card is Special Summoned from the Graveyard, it gains this effect.
● If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.",2300,2000,5,Fairy,DARK,Darklord,https://images.ygoprodeck.com/images/cards_cropped/47664723.jpg,training_data_final/training_images/47664723.jpg,effect monster,47664723.jpg
47228077,Vylon Pentachloro,Union Effect Monster,"Once per turn, you can either: Target 1 face-up ""Vylon"" monster you control; equip this card to that target, OR: Unequip this card and Special Summon it in face-up Attack Position. While equipped by this effect, if the equipped monster destroys an opponent's monster by battle: You can target 1 card your opponent controls; destroy that target. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)",500,400,4,Machine,LIGHT,Vylon,https://images.ygoprodeck.com/images/cards_cropped/47228077.jpg,training_data_final/training_images/47228077.jpg,effect monster,47228077.jpg
83107873,Thunder Dragonhawk,Effect Monster,"You can discard this card; Special Summon 1 of your ""Thunder Dragon"" monsters that is banished or in your GY, except ""Thunder Dragonhawk"". If this card is banished, or sent from the field to the GY: You can shuffle any number of cards from your hand into the Deck, then draw the same number of cards. You can only use 1 ""Thunder Dragonhawk"" effect per turn, and only once that turn.",1800,2200,6,Thunder,LIGHT,Thunder Dragon,https://images.ygoprodeck.com/images/cards_cropped/83107873.jpg,training_data_final/training_images/83107873.jpg,effect monster,83107873.jpg
83048208,Digital Bug LEDybug,Effect Monster,"Cannot be used as an Xyz Material for an Xyz Summon, except for the Xyz Summon of an Insect monster. Once per turn, when this face-up card is changed from Attack Position to Defense Position: You can add 1 Level 3 Insect monster from your Deck to your hand. An Xyz Monster that was Summoned using this card on the field as Xyz Material gains this effect.
● When this card destroys a monster by battle, draw 1 card.",500,0,3,Insect,LIGHT,Digital Bug,https://images.ygoprodeck.com/images/cards_cropped/83048208.jpg,training_data_final/training_images/83048208.jpg,effect monster,83048208.jpg
29654737,Amazoness Chain Master,Effect Monster,"When this card is destroyed by battle and sent to the GY: You can pay 1500 LP; look at your opponent's hand, then add 1 monster from their hand to your hand.",1500,1300,4,Warrior,EARTH,Amazoness,https://images.ygoprodeck.com/images/cards_cropped/29654737.jpg,training_data_final/training_images/29654737.jpg,effect monster,29654737.jpg
16428514,Subterror Guru,Flip Effect Monster,"FLIP: You can add 1 ""Subterror"" card from your Deck to your hand, except ""Subterror Guru"". You can target 1 other face-up monster on the field; change that monster, also this card, to face-down Defense Position. This is a Quick Effect if you control another ""Subterror"" card. You can only use each effect of ""Subterror Guru"" once per turn.",1600,1800,4,Dragon,EARTH,Subterror,https://images.ygoprodeck.com/images/cards_cropped/16428514.jpg,training_data_final/training_images/16428514.jpg,effect monster,16428514.jpg
47013502,Dodger Dragon,Effect Monster,"This card's Normal Summon cannot be negated. After this card was Normal Summoned, your opponent cannot activate Counter Trap Cards for the rest of that turn.",1900,1200,4,Dragon,WIND,Unknown,https://images.ygoprodeck.com/images/cards_cropped/47013502.jpg,training_data_final/training_images/47013502.jpg,effect monster,47013502.jpg
62318994,Samsara D Lotus,Effect Monster,"You can Tribute this card; Special Summon 1 ""Yubel"" monster from your Deck. During your opponent's turn, when a monster effect is activated, while you control a ""Yubel"" monster (Quick Effect): You can Tribute this card; the activated effect becomes ""Destroy 1 ""Yubel"" monster on the field"". During your End Phase, if you control ""Yubel"" and this card is in your GY: You can add this card to your hand, or Special Summon it. You can only use each effect of ""Samsara D Lotus"" once per turn.",0,0,1,Fiend,DARK,Relinquished,https://images.ygoprodeck.com/images/cards_cropped/62318994.jpg,training_data_final/training_images/62318994.jpg,effect monster,62318994.jpg
76203291,Golden Flying Fish,Effect Monster,"You can Tribute 1 other Fish-Type monster, then target 1 card on the field; destroy that target.",1700,1000,4,Fish,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/76203291.jpg,training_data_final/training_images/76203291.jpg,effect monster,76203291.jpg
73602965,Arias the Labrynth Butler,Effect Monster,"During the Main Phase (Quick Effect): You can send this card from your hand or field to the GY; Special Summon 1 ""Labrynth"" monster, or Set 1 Normal Trap, from your hand. The Set Normal Trap can be activated this turn. When your opponent activates a card or effect in response to your card or effect activation of a Normal Trap or a ""Labrynth"" card, except ""Arias the Labrynth Butler"" (Quick Effect): You can activate this effect in the GY; Special Summon this card. You can only use each effect of ""Arias the Labrynth Butler"" once per turn.",1500,2500,6,Fiend,DARK,Labrynth,https://images.ygoprodeck.com/images/cards_cropped/73602965.jpg,training_data_final/training_images/73602965.jpg,effect monster,73602965.jpg
72502414,Xyz Agent,Effect Monster,"If this card is in your Graveyard: You can target 1 ""Utopia"" Xyz Monster you control; attach this card from the Graveyard to it as an Xyz Material. You can only use the effect of ""Xyz Agent"" once per Duel.",900,300,2,Spellcaster,LIGHT,Utopia,https://images.ygoprodeck.com/images/cards_cropped/72502414.jpg,training_data_final/training_images/72502414.jpg,effect monster,72502414.jpg
65848811,Heroic Challenger - Assault Halberd,Effect Monster,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. When this card inflicts battle damage to your opponent: You can add 1 ""Heroic"" card from your Deck to your hand.",1800,200,4,Warrior,EARTH,Heroic,https://images.ygoprodeck.com/images/cards_cropped/65848811.jpg,training_data_final/training_images/65848811.jpg,effect monster,65848811.jpg
101205010,Light End Sublimation Dragon,Effect Monster,"You can banish 1 Level 8 Dragon monster from your Extra Deck; Special Summon this card from your hand, also you cannot Special Summon for the rest of this turn, except Dragon monsters. During your Main Phase: You can Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as material. When an opponent's monster declares an attack: You can make this card lose exactly 500 ATK/DEF, and if you do, that opponent's monster loses 1500 ATK. You can only use each effect of ""Light End Sublimation Dragon"" once per turn.",2600,2100,8,Dragon,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/101205010.jpg,training_data_final/training_images/101205010.jpg,effect monster,101205010.jpg
66961194,Dictator of D.,Effect Monster,"While you control a ""Blue-Eyes"" monster, you choose the attack targets for your opponent's attacks. You can only use each of the following effects of ""Dictator of D."" once per turn. You can send 1 ""Blue-Eyes White Dragon"" from your hand or Deck to the GY; Special Summon this card from your hand. You can discard 1 ""Blue-Eyes White Dragon"", or 1 card that mentions it, then target 1 ""Blue-Eyes"" monster in your GY; Special Summon it.",1200,1100,4,Spellcaster,DARK,Blue-Eyes,https://images.ygoprodeck.com/images/cards_cropped/66961194.jpg,training_data_final/training_images/66961194.jpg,effect monster,66961194.jpg
14089428,Blue Thunder T-45,Effect Monster,"If this card destroys an opponent's monster by battle: Special Summon 1 ""Thunder Option Token"" (Machine-Type/LIGHT/Level 4/ATK 1500/DEF 1500). This Token cannot be Tributed for a Tribute Summon.",1700,1000,4,Machine,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/14089428.jpg,training_data_final/training_images/14089428.jpg,effect monster,14089428.jpg
98875863,G Golem Rock Hammer,Effect Monster,"If this card is in your hand: You can discard 1 other Cyberse monster; reduce this card's Level by 2 until the end of this turn (even after it is Summoned/Set). You can Tribute this card; Special Summon 3 ""G Golem Tokens"" (Cyberse/EARTH/Level 1/ATK 0/DEF 0) in Defense Position, also you cannot Special Summon monsters for the rest of this turn, except Cyberse monsters. You can only use each effect of ""G Golem Rock Hammer"" once per turn.",1800,2400,6,Cyberse,EARTH,G Golem,https://images.ygoprodeck.com/images/cards_cropped/98875863.jpg,training_data_final/training_images/98875863.jpg,effect monster,98875863.jpg
58947797,Vampire Duke,Effect Monster,"When this card is Normal Summoned: You can target 1 DARK ""Vampire"" monster in your Graveyard; Special Summon that target in face-up Defense Position. When this card is Special Summoned: You can declare 1 card type (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the Graveyard. You can only use this effect of ""Vampire Duke"" once per turn. This card cannot be used as an Xyz Material for an Xyz Summon, except for the Xyz Summon of a DARK monster.",2000,0,5,Zombie,DARK,Vampire,https://images.ygoprodeck.com/images/cards_cropped/58947797.jpg,training_data_final/training_images/58947797.jpg,effect monster,58947797.jpg
82213171,"Prometheus, King of the Shadows",Effect Monster,"If this card is Normal Summoned: Banish 1 or more DARK monsters from your GY, and if you do, this card gains 400 ATK for each, until the end of this turn.",1200,800,4,Fiend,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/82213171.jpg,training_data_final/training_images/82213171.jpg,effect monster,82213171.jpg
77336644,Red Dragon Archfiend/Assault Mode,Effect Monster,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Assault Mode Activate"". If this card attacks, destroy all other monsters after damage calculation. When this card on the field is destroyed, you can Special Summon 1 ""Red Dragon Archfiend"" from your Graveyard.",3500,2500,10,Dragon,DARK,Assault Mode,https://images.ygoprodeck.com/images/cards_cropped/77336644.jpg,training_data_final/training_images/77336644.jpg,effect monster,77336644.jpg
77428945,Terrene Toothed Tsuchinoko,Effect Monster,"When this card is Special Summoned: Change all other Special Summoned monsters on the field to face-down Defense Position. You can only use the effect of ""Terrene Toothed Tsuchinoko"" once per turn.",1600,500,3,Reptile,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/77428945.jpg,training_data_final/training_images/77428945.jpg,effect monster,77428945.jpg
77522571,Frightfur Meister,Pendulum Effect Monster,"[ Pendulum Effect ] 
You can Tribute 1 Level 4 or lower ""Frightfur"", ""Fluffal"", or ""Edge Imp"" monster; Special Summon from your Deck, 1 Fiend monster with the same Level, but with a different name. You can only use this effect of ""Frightfur Meister"" once per turn.
[ Monster Effect ] 
During your Main Phase: You can Special Summon 1 Level 4 or lower ""Frightfur"", ""Fluffal"", or ""Edge Imp"" monster from your Deck, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Fusion Monsters. You can Tribute 2 or more Fiend monsters; Special Summon 1 ""Frightfur"" Fusion Monster from your Extra Deck, whose Level equals the combined original Levels of those monsters. (This is treated as a Fusion Summon.) You can only use each effect of ""Frightfur Meister"" once per turn.",0,0,8,Fiend,DARK,Frightfur,https://images.ygoprodeck.com/images/cards_cropped/77522571.jpg,training_data_final/training_images/77522571.jpg,effect monster,77522571.jpg
18789533,Dotscaper,Effect Monster,"If this card is sent to the GY: You can Special Summon this card. If this card is banished: You can Special Summon this card. You can only use 1 ""Dotscaper"" effect per turn, and only once that turn. You can only use each effect of ""Dotscaper"" once per Duel.",0,2100,1,Cyberse,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/18789533.jpg,training_data_final/training_images/18789533.jpg,effect monster,18789533.jpg
71549257,Heroic Challenger - Knuckle Sword,Effect Monster,"If you control a ""Heroic"" monster, except a Level 1 monster: You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can target 1 other Warrior monster you control with a Level; the Level of that monster or this card becomes the Level of the other, also you cannot declare an attack for the rest of this turn, except with Xyz Monsters. You can only use each effect of ""Heroic Challenger - Knuckle Sword"" once per turn.",600,200,1,Warrior,EARTH,Heroic,https://images.ygoprodeck.com/images/cards_cropped/71549257.jpg,training_data_final/training_images/71549257.jpg,effect monster,71549257.jpg
78391364,Superheavy Samurai Scales,Effect Monster,"If your opponent controls 2 or more monsters and you control no monsters, you can Special Summon this card (from your hand). If this card is Normal or Special Summoned: You can target 1 Level 4 or lower ""Superheavy Samurai"" monster in your Graveyard, except ""Superheavy Samurai Scales""; Special Summon it in Defense Position. You can only use this effect of ""Superheavy Samurai Scales"" once per turn.",800,1800,4,Machine,EARTH,Superheavy,https://images.ygoprodeck.com/images/cards_cropped/78391364.jpg,training_data_final/training_images/78391364.jpg,effect monster,78391364.jpg
8091563,Super Defense Robot Lio,Effect Monster,"When this card is Normal Summoned: You can Special Summon 1 ""Super Defense Robot"" monster or ""Orbital 7"" from your hand. Once per turn, when exactly 1 ""Super Defense Robot"" monster or ""Orbital 7"" (and no other cards) is added from your Graveyard to your hand (except during the Damage Step): You can Special Summon it from your hand.",1200,1600,4,Machine,EARTH,Super Defense Robot,https://images.ygoprodeck.com/images/cards_cropped/8091563.jpg,training_data_final/training_images/8091563.jpg,effect monster,8091563.jpg
65844845,Inzektor Giga-Cricket,Effect Monster,"If this card is in your Graveyard: You can banish 1 Insect-Type monster from your Graveyard to target 1 face-up ""Inzektor"" monster you control; equip this card from the Graveyard to that target. This effect of ""Inzektor Giga-Cricket"" can only be used once per turn. While this card is equipped to a monster, that monster's original ATK becomes 2000, and if it attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.",2000,1300,5,Insect,DARK,Inzektor,https://images.ygoprodeck.com/images/cards_cropped/65844845.jpg,training_data_final/training_images/65844845.jpg,effect monster,65844845.jpg
47693640,Zombie Tiger,Union Effect Monster,"Once per turn, you can either: Target 1 ""Decayed Commander"" you control; equip this card to that target, OR: Unequip this card and Special Summon it in Attack Position. While equipped by this effect, the equipped monster gains 500 ATK/DEF. If the equipped monster destroys an opponent's monster by battle: Discard 1 random card from their hand. (A monster can only be equipped with 1 Union monster at a time. If the equipped monster would be destroyed by battle, destroy this card instead.)",1400,1600,3,Zombie,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/47693640.jpg,training_data_final/training_images/47693640.jpg,effect monster,47693640.jpg
50951254,Magmacho Dragon,Effect Monster,"You can banish up to 3 FIRE monsters from your GY; this card gains 400 ATK for each, until the end of this turn. If a face-up FIRE monster(s) you control is destroyed by card effect, while this card is in your GY (except during the Damage Step): You can Special Summon this card (but banish it when it leaves the field), then draw 1 card. You can only use each effect of ""Magmacho Dragon"" once per turn.",1800,2200,8,Pyro,FIRE,Unknown,https://images.ygoprodeck.com/images/cards_cropped/50951254.jpg,training_data_final/training_images/50951254.jpg,effect monster,50951254.jpg
95504778,Triggering Wurm,Effect Monster,"If this card is sent to the GY as Link Material for the Link Summon of a DARK monster: You can Special Summon this card from your GY in Attack Position, to your zone that Link Monster points to, but it cannot be used as Link Material. If this card is destroyed or banished by an effect activated by a Link Monster: Draw 1 card. You can only use each effect of ""Triggering Wurm"" once per turn.",600,600,2,Dragon,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/95504778.jpg,training_data_final/training_images/95504778.jpg,effect monster,95504778.jpg
37629703,Labrynth Chandraglier,Effect Monster,"(Quick Effect): You can send this card from your hand or field to the GY and discard 1 card; Set 1 ""Labrynth"" Spell/Trap from your hand or Deck. If a monster(s) leaves the field by your Normal Trap effect, while this card is in your GY (except during the Damage Step): You can add this card to your hand. You can only use each effect of ""Labrynth Chandraglier"" once per turn.",1500,0,3,Fiend,DARK,Labrynth,https://images.ygoprodeck.com/images/cards_cropped/37629703.jpg,training_data_final/training_images/37629703.jpg,effect monster,37629703.jpg
94365540,Tindangle Base Gardna,Effect Monster,"If you control a face-down Defense Position monster, you can Special Summon this card (from your hand) in Defense Position. You can only Special Summon ""Tindangle Base Gardna"" once per turn this way. If a monster is Normal or Special Summoned, and is now pointed to by an opponent's Link Monster (except during the Damage Step): You can Tribute this card; Special Summon 1 ""Tindangle"" monster from your hand or Deck in Attack Position or face-down Defense Position.",0,2300,5,Fiend,DARK,Tindangle,https://images.ygoprodeck.com/images/cards_cropped/94365540.jpg,training_data_final/training_images/94365540.jpg,effect monster,94365540.jpg
13313278,Battlin' Boxer Veil,Effect Monster,"When you take battle damage: You can Special Summon this card from your hand, and if you do, gain Life Points equal to the damage you took.",0,1800,4,Warrior,FIRE,Battlin' Boxer,https://images.ygoprodeck.com/images/cards_cropped/13313278.jpg,training_data_final/training_images/13313278.jpg,effect monster,13313278.jpg
58324930,Anarchist Monk Ranshin,Effect Monster,"When this card you control is sent to your Graveyard by your opponent's card (either by battle, by card effect, or by being destroyed): Target 1 monster in your opponent's Graveyard; banish that target.",1800,100,4,Spellcaster,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/58324930.jpg,training_data_final/training_images/58324930.jpg,effect monster,58324930.jpg
27995943,Dr. Frankenderp,Effect Monster,"If this card is Normal or Special Summoned: You can pay 500 LP; look at the top card of your Deck, then place it on the bottom of your Deck, OR reveal it and add it to your hand, but skip your next Draw Phase if added to the hand. You can only use this effect of ""Dr. Frankenderp"" once per turn.",300,300,3,Psychic,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/27995943.jpg,training_data_final/training_images/27995943.jpg,effect monster,27995943.jpg
